model_name,query_id,doc_id,latency_seconds,input_tokens,output_tokens,reasoning_tokens,inference_speed_tps,cost_dollars
gpt-5.5,0d769419,depressie,16.9066,1504,667,516,39.45,0.02753
gpt-5.5,875fe605,hand-en-polsklachten,16.8517,1039,702,516,41.66,0.02626
gpt-5.5,b5c1618d,diabetes,12.1391,1104,434,354,35.75,0.01854
gpt-5.5,fb99be4b,depressie,8.1173,990,277,161,34.12,0.01326
gpt-5.5,09710fd9,diabetes,14.3873,56,596,516,41.43,0.01816
gpt-5.5,40d6daea,depressie,20.8275,1526,767,516,36.83,0.03064
gpt-5.5,b6b8d196,COPD,18.5841,63,610,516,32.82,0.01861
gpt-5.5,2d0aad1f,diabetes,28.4674,64,1159,1034,40.71,0.03509
gpt-5.5,ae0001a8,depressie,32.3506,1454,1169,516,36.14,0.04234
gpt-5.5,b7f58cf2,depressie,16.4424,1059,666,516,40.5,0.02528
gpt-5.5,1ec7c876,depressie,5.1482,176,189,134,36.71,0.00655
gpt-5.5,773a6531,diabetes,26.0304,719,780,516,29.96,0.02700
gpt-5.5,eb7fa484,dementie,18.4815,743,576,410,31.17,0.02099
gpt-5.5,cb347263,diabetes,11.7904,2803,573,473,48.6,0.03121
gpt-5.5,a4905a6b,dementie,8.8458,722,299,222,33.8,0.01258
gpt-5.5,b95b62f2,diabetes,25.0759,974,789,516,31.46,0.02854
gpt-5.5,accae3ba,angst,20.129,1690,696,516,34.58,0.02933
gpt-5.5,25bd56b9,chronische nierschade,18.4122,361,552,398,29.98,0.01836
gpt-5.5,23ce0f59,angst,76.5696,2061,2308,2070,30.14,0.07954
gpt-5.5,3cbf9ccb,chronische nierschade,6.024,2971,216,129,35.86,0.02133
gpt-5.5,e33b6173,angst,11.2303,974,391,226,34.82,0.01660
gpt-5.5,9ba97f38,hartfalen,5.9463,1597,232,146,39.02,0.01494
gpt-5.5,4def0aac,dementie,15.519,268,513,403,33.06,0.01673
gpt-5.5,8fe309c8,COPD,134.3261,75,5249,5170,39.08,0.15784
gpt-5.5,7a55ed27,hartfalen,13.4289,1142,449,350,33.44,0.01918
gpt-5.5,947e7f2e,chronische nierschade,16.6198,1132,678,516,40.79,0.02600
gpt-5.5,1175e7f2,angst,58.5753,2070,2378,2047,40.6,0.08169
gpt-5.5,b2e7594b,astma_bij_volwassenen,10.2731,1160,420,325,40.88,0.01840
gpt-5.5,3e81d5a9,hartfalen,21.3549,1363,686,516,32.12,0.02740
gpt-5.5,8b5e4588,COPD,18.3256,2358,682,516,37.22,0.03225
gpt-5.5,26c7ce23,COPD,23.8638,1416,819,516,34.32,0.03165
gpt-5.5,e6a0e1c7,angst,17.4132,1994,681,516,39.11,0.03040
gpt-5.5,ac94c9ae,COPD,23.0566,984,807,516,35.0,0.02913
gpt-5.5,4913279e,angst,20.3968,670,769,516,37.7,0.02642
gpt-5.5,617418c5,angst,18.0615,2377,644,516,35.66,0.03121
gpt-5.5,f70574bf,influenza,10.5979,1023,407,314,38.4,0.01733
gpt-5.5,78c1b535,hand-en-polsklachten,6.3285,2391,224,184,35.4,0.01868
gpt-5.5,239e8d46,influenza,8.0246,660,307,224,38.26,0.01251
gpt-5.5,65aa0fc8,hand-en-polsklachten,20.2768,480,744,516,36.69,0.02472
gpt-5.5,7872d4af,influenza,4.7715,114,167,125,35.0,0.00558
gpt-5.5,7414baae,hand-en-polsklachten,5.8327,3880,242,190,41.49,0.02666
gpt-5.5,13ac3823,depressie,11.2583,1572,420,318,37.31,0.02046
gpt-5.5,b6853644,hand-en-polsklachten,17.1177,594,505,384,29.5,0.01812
gpt-5.5,b9b4bc11,hand-en-polsklachten,23.4477,873,687,516,29.3,0.02498
gpt-5.5,f9b85327,depressie,9.0402,1555,285,205,31.53,0.01632
gpt-5.5,158f96a9,hand-en-polsklachten,13.1433,3783,609,516,46.34,0.03719
gpt-5.5,4eccf8b0,hartfalen,12.7158,1181,523,413,41.13,0.02159
gpt-5.5,11916502,astma_bij_volwassenen,16.0873,1932,414,296,25.73,0.02208
gpt-5.5,11d04754,astma_bij_volwassenen,7.8339,1623,264,96,33.7,0.01604
gpt-5.5,6908c047,hartfalen,13.7086,69,584,516,42.6,0.01787
gpt-5.5,0388f75a,hartfalen,10.8194,702,360,280,33.27,0.01431
gpt-5.5,c4c0748f,angst,8.602,1495,358,282,41.62,0.01821
gpt-5.5,0b2e20cb,angst,23.3917,888,827,516,35.35,0.02925
gpt-5.5,a0a6a9b1,angst,9.7659,1700,356,270,36.45,0.01918
gpt-5.5,f69c847f,depressie,54.2146,49,1792,1552,33.05,0.05401
gpt-5.5,4242da9f,dementie,12.4042,1980,501,307,40.39,0.02493
gpt-5.5,e183935a,hand-en-polsklachten,17.8871,849,714,516,39.92,0.02567
gpt-5.5,0ac64149,dementie,39.0728,1072,1469,1034,37.6,0.04943
gpt-5.5,e8466ecc,astma_bij_volwassenen,17.7097,1142,700,479,39.53,0.02671
gpt-5.5,dade75aa,COPD,30.3094,74,975,846,32.17,0.02962
gpt-5.5,b068643b,astma_bij_volwassenen,34.8503,68,1218,1034,34.95,0.03688
gpt-5.5,c780106c,hand-en-polsklachten,74.1051,2107,3279,3106,44.25,0.10891
gpt-5.5,930c1e07,astma_bij_volwassenen,57.3557,90,1720,1552,29.99,0.05205
gpt-5.5,9877ae46,diabetes,17.0539,971,702,516,41.16,0.02592
gpt-5.5,51c52429,COPD,62.7124,59,1968,1552,31.38,0.05933
gpt-5.5,85a2782d,hand-en-polsklachten,22.6006,1155,708,516,31.33,0.02701
gpt-5.5,8855208e,dementie,16.4209,1228,556,303,33.86,0.02282
gpt-5.5,57cb4b4d,dementie,21.8438,1103,734,516,33.6,0.02754
gpt-5.5,d5728205,astma_bij_volwassenen,12.555,3105,483,315,38.47,0.03002
gpt-5.5,4aea86ff,dementie,29.9971,71,997,850,33.24,0.03027
gpt-5.5,a2656135,chronische nierschade,9.7149,258,331,215,34.07,0.01122
gpt-5.5,4ccc9a12,angst,28.2578,845,849,516,30.04,0.02969
gpt-5.5,fd9d1d3e,astma_bij_volwassenen,20.7405,2694,735,516,35.44,0.03552
gpt-5.5,85cde98f,dementie,18.9716,909,685,516,36.11,0.02509
gpt-5.5,4dacf62f,dementie,13.9018,1472,472,311,33.95,0.02152
gpt-5.5,e4d6be1f,hand-en-polsklachten,15.7034,274,636,516,40.5,0.02045
gpt-5.5,aa2c9c88,angst,61.6332,703,2184,2052,35.44,0.06903
gpt-5.5,38df2a02,dementie,20.8149,71,648,516,31.13,0.01980
gpt-5.5,b576d4ae,dementie,12.8054,686,468,320,36.55,0.01747
gpt-5.5,77e5a3eb,influenza,15.7971,130,604,512,38.23,0.01877
gpt-5.5,3f11830b,diabetes,18.0275,754,713,516,39.55,0.02516
gpt-5.5,cdd4a01d,influenza,20.788,123,678,516,32.61,0.02096
gpt-5.5,f2cbc529,diabetes,14.6628,945,577,506,39.35,0.02203
gpt-5.5,525e0145,diabetes,8.8892,2743,424,348,47.7,0.02644
gpt-5.5,b482b35e,dementie,19.6038,1983,764,516,38.97,0.03284
gpt-5.5,d5292fe3,hartfalen,18.1545,396,726,516,39.99,0.02376
gpt-5.5,0596b753,depressie,24.6957,643,753,516,30.49,0.02580
gpt-5.5,1abb4245,influenza,38.7751,2729,528,528,13.62,0.02948
gpt-5.5,87e83714,diabetes,11.2186,2437,405,300,36.1,0.02433
gpt-5.5,0641e6e5,depressie,26.5142,1556,985,516,37.15,0.03733
gpt-5.5,b2138576,hartfalen,22.8264,1141,730,516,31.98,0.02760
gpt-5.5,8b461f4f,hartfalen,11.526,109,361,262,31.32,0.01137
gpt-5.5,fcbd5e0d,depressie,26.0819,1227,1027,774,39.38,0.03694
gpt-5.5,16da4c93,diabetes,15.509,2358,499,390,32.17,0.02676
gpt-5.5,c6160c00,hartfalen,11.0874,567,438,338,39.5,0.01597
gpt-5.5,e1056361,depressie,23.5171,1704,949,516,40.35,0.03699
gpt-5.5,44e0a545,depressie,13.2459,6466,649,516,49.0,0.05180
gpt-5.5,401ce811,diabetes,11.2826,1447,390,234,34.57,0.01894
gpt-5.5,0f13df4d,hand-en-polsklachten,10.4565,921,392,258,37.49,0.01636
gpt-5.5,1c67df25,depressie,52.988,2165,2286,2070,43.14,0.07941
gpt-5.5,4ab72142,diabetes,13.2232,441,497,396,37.59,0.01711
gpt-5.5,83a8c94a,chronische nierschade,7.3558,3064,280,170,38.06,0.02372
gpt-5.5,1b693ef1,diabetes,87.6013,1592,2812,2588,32.1,0.09232
gpt-5.5,d708fae5,dementie,36.9558,64,1169,1034,31.63,0.03539
gpt-5.5,2335fd98,chronische nierschade,14.6673,1890,627,516,42.75,0.02826
gpt-5.5,c4533825,dementie,81.3665,56,2609,2443,32.06,0.07855
gpt-5.5,4c729340,chronische nierschade,97.763,64,3111,2965,31.82,0.09365
gpt-5.5,d55c3c65,chronische nierschade,6.8614,2280,268,192,39.06,0.01944
gpt-5.5,552f0a54,chronische nierschade,36.4394,1448,1381,1034,37.9,0.04867
gpt-5.5,7e5feb6a,dementie,23.3262,1030,847,516,36.31,0.03056
gpt-5.5,101bdce9,diabetes,18.2212,3465,722,516,39.62,0.03898
gpt-5.5,abe17e24,dementie,10.3217,1169,352,227,34.1,0.01640
gpt-5.5,4113cc0d,dementie,16.0539,217,673,516,41.92,0.02127
gpt-5.5,2d9424b5,influenza,8.9356,1151,304,221,34.02,0.01487
gpt-5.5,a747bc19,hartfalen,11.4551,5967,422,316,36.84,0.04249
gpt-5.5,aad983fe,chronische nierschade,14.5066,452,610,516,42.05,0.02056
gpt-5.5,87b815e3,influenza,14.4268,628,519,421,35.97,0.01871
gpt-5.5,343f0bb1,influenza,17.1131,1868,548,393,32.02,0.02578
gpt-5.5,eb7f73d1,astma_bij_volwassenen,14.6753,56,521,449,35.5,0.01591
gpt-5.5,060baab8,influenza,9.133,1237,334,249,36.57,0.01621
gpt-5.5,c0fe3d61,chronische nierschade,14.8051,500,547,342,36.95,0.01891
gpt-5.5,93ec35a2,hartfalen,17.1032,8054,659,516,38.53,0.06004
gpt-5.5,bc2dc8a4,astma_bij_volwassenen,26.9327,1439,753,516,27.96,0.02978
gpt-5.5,67c6de0b,hand-en-polsklachten,7.3542,867,249,156,33.86,0.01180
gpt-5.5,30bb02f6,hartfalen,13.8314,1359,605,458,43.74,0.02494
gpt-5.5,d2628eef,hartfalen,15.6691,941,594,516,37.91,0.02252
gpt-5.5,15f6d2e0,influenza,19.6543,1454,651,475,33.12,0.02680
gpt-5.5,b2bd81db,influenza,35.0643,1477,1161,1034,33.11,0.04222
gpt-5.5,b23e25ea,diabetes,17.1162,944,668,457,39.03,0.02476
gpt-5.5,d3ed3a3e,influenza,22.7003,577,801,516,35.29,0.02691
gpt-5.5,cd538c35,angst,6.7404,1302,221,151,32.79,0.01314
gpt-5.5,4ecbf37a,influenza,19.7229,276,669,505,33.92,0.02145
gpt-5.5,3a4f20ad,chronische nierschade,19.0074,1026,773,516,40.67,0.02832
gpt-5.5,2a1d1c4f,angst,19.26,506,665,516,34.53,0.02248
gpt-5.5,a4c14c42,angst,61.8652,3709,2685,2588,43.4,0.09909
gpt-5.5,0ee54053,influenza,18.5399,257,705,516,38.03,0.02244
gpt-5.5,376a681b,chronische nierschade,24.5972,961,830,516,33.74,0.02970
gpt-5.5,1caa5527,depressie,14.4902,569,462,251,31.88,0.01671
gpt-5.5,954837b8,chronische nierschade,7.3655,592,288,192,39.1,0.01160
gpt-5.5,13901c73,hand-en-polsklachten,18.9033,255,624,472,33.01,0.01999
gpt-5.5,95b6fc41,depressie,20.1402,718,644,516,31.98,0.02291
gpt-5.5,5519eda5,COPD,19.0524,1365,737,516,38.68,0.02894
gpt-5.5,07334ff6,hand-en-polsklachten,4.6325,120,148,110,31.95,0.00504
gpt-5.5,dfbb4872,COPD,10.2293,13859,311,201,30.4,0.07863
gpt-5.5,7d153c4f,hand-en-polsklachten,37.0718,658,1187,1034,32.02,0.03890
gpt-5.5,8e5c476d,influenza,105.22,2308,3442,3106,32.71,0.11480
gpt-5.5,43cb91e4,diabetes,26.0378,72,772,516,29.65,0.02352
gpt-5.5,d45870d3,astma_bij_volwassenen,13.4876,678,515,341,38.18,0.01884
gpt-5.5,77fa76ed,diabetes,17.4885,1299,666,463,38.08,0.02648
gpt-5.5,8d856f4e,COPD,22.7345,2226,769,516,33.83,0.03420
gpt-5.5,8099cb48,astma_bij_volwassenen,18.5496,312,695,516,37.47,0.02241
gpt-5.5,fbf79128,astma_bij_volwassenen,4.0594,578,121,65,29.81,0.00652
gpt-5.5,eb5ee053,astma_bij_volwassenen,20.8606,509,782,470,37.49,0.02601
gpt-5.5,e4aefe9a,chronische nierschade,21.8086,684,788,516,36.13,0.02706
gpt-5.5,0bcea948,COPD,65.4058,1084,2721,2588,41.6,0.08705
gpt-5.5,809a64cb,COPD,23.8303,2228,775,516,32.52,0.03439
gpt-5.5,2df177a8,astma_bij_volwassenen,6.0852,503,199,86,32.7,0.00848
gpt-5.5,8c6f88fe,COPD,53.2395,72,1823,1552,34.24,0.05505
gpt-5.5,43434440,COPD,17.2592,2266,662,513,38.36,0.03119
gpt-5.5,ea65db45,COPD,13.9665,3613,556,393,39.81,0.03474
gpt-5.5,a7b42c6f,diabetes,23.4565,2552,818,516,34.87,0.03730
gpt-5.5,9d934fe5,hand-en-polsklachten,21.9819,971,697,516,31.71,0.02577
gpt-5.5,91505631,dementie,19.8307,962,569,352,28.69,0.02188
gpt-5.5,0799ea04,hand-en-polsklachten,8.6672,548,258,124,29.77,0.01048
gpt-5.5,b2b30436,hartfalen,8.9089,650,360,232,40.41,0.01405
gpt-5.5,14876b80,dementie,8.6426,2211,302,198,34.94,0.02012
gpt-5.5,b6e81b27,hartfalen,37.5633,1947,1730,1552,46.06,0.06164
gpt-5.5,54078445,chronische nierschade,94.2724,6489,3640,3106,38.61,0.14165
gpt-5.5,b491a185,chronische nierschade,5.8593,2417,193,131,32.94,0.01788
gpt-5.5,df29f8be,hand-en-polsklachten,31.5937,1213,765,516,24.21,0.02902
gpt-5.5,d52e0c76,COPD,16.5718,1448,629,516,37.96,0.02611
gpt-5.5,9b3c0e6b,astma_bij_volwassenen,9.276,1873,307,228,33.1,0.01858
gpt-5.5,f23879fc,COPD,9.6246,2526,344,223,35.74,0.02295
gpt-5.5,0bd5271f,astma_bij_volwassenen,5.8731,2453,232,162,39.5,0.01922
gpt-5.5,383c5bac,chronische nierschade,12.0472,82,437,328,36.27,0.01352
gpt-5.5,c5f2913c,influenza,18.9934,1223,571,413,30.06,0.02324
gpt-5.5,6f8e9889,influenza,20.1259,2841,666,516,33.09,0.03419
gpt-5.5,113649aa,influenza,20.7179,1215,710,516,34.27,0.02738
gpt-5.5,10dfb0bc,influenza,22.832,73,756,516,33.11,0.02304
gpt-5.4,d55c3c65,chronische nierschade,9.44,2280,605,516,64.09,0.01477
gpt-5.4,55dfe898,angst,12.4136,822,676,516,54.46,0.01219
gpt-5.4,4913279e,angst,14.4938,670,852,516,58.78,0.01445
gpt-5.4,cdd4a01d,influenza,6.8058,123,400,248,58.77,0.00631
gpt-5.4,aad983fe,chronische nierschade,5.6689,452,326,235,57.51,0.00602
gpt-5.4,14876b80,dementie,27.7836,2211,1349,1220,48.55,0.02576
gpt-5.4,877cc019,COPD,10.7341,1403,474,328,44.16,0.01062
gpt-5.4,2a1d1c4f,angst,11.4083,506,625,516,54.78,0.01064
gpt-5.4,df29f8be,hand-en-polsklachten,38.8254,1213,2188,1958,56.35,0.03585
gpt-5.4,3f11830b,diabetes,33.3347,754,2048,1832,61.44,0.03261
gpt-5.4,4aea86ff,dementie,15.7094,71,697,516,44.37,0.01063
gpt-5.4,09710fd9,diabetes,60.8124,56,3275,3214,53.85,0.04927
gpt-5.4,77e5a3eb,influenza,9.7642,130,581,478,59.5,0.00904
gpt-5.4,0f13df4d,hand-en-polsklachten,17.5433,921,1218,1034,69.43,0.02057
gpt-5.4,b5c1618d,diabetes,12.4356,1104,673,516,54.12,0.01286
gpt-5.4,e6a0e1c7,angst,66.8097,1994,3821,3568,57.19,0.06230
gpt-5.4,cd5af29b,angst,32.5958,799,1766,1436,54.18,0.02849
gpt-5.4,67c6de0b,hand-en-polsklachten,6.6218,867,338,188,51.04,0.00724
gpt-5.4,060baab8,influenza,4.7831,1237,280,165,58.54,0.00729
gpt-5.4,f2cbc529,diabetes,10.6715,945,604,516,56.6,0.01142
gpt-5.4,e4aefe9a,chronische nierschade,22.5873,684,1286,1034,56.93,0.02100
gpt-5.4,ae0f75b7,astma_bij_volwassenen,14.8188,1633,621,391,41.91,0.01340
gpt-5.4,f9b85327,depressie,8.6659,1555,491,389,56.66,0.01125
gpt-5.4,0bcea948,COPD,92.5548,1084,5319,5178,57.47,0.08249
gpt-5.4,3e81d5a9,hartfalen,12.3284,1363,764,516,61.97,0.01487
gpt-5.4,5519eda5,COPD,51.4669,1365,2715,2472,52.75,0.04414
gpt-5.4,0ac64149,dementie,93.5909,1072,3347,2588,35.76,0.05289
gpt-5.4,0b2e20cb,angst,15.4808,888,710,516,45.86,0.01287
